studyName,cruise,cycle,"size_fraction  (mm)",day_night,"biomass_mean (mg/m³)","biomass_std (mg/m³)",biomass_n,"biomass_95cl (mg/m³)","int_biomass_mean (mg/m²)","int_biomass_std (mg/m²)",int_biomass_n,"int_biomass_95cl (mg/m²)"
P1706,P1706,1,1,Day,10.6007,10.496,3,26,2227.21,2166.95,3,5383.01
P1706,P1706,1,0.5,Day,6.02629,1.10269,3,3,1284.61,246.271,3,611.771
P1706,P1706,1,0.2,Day,3.10728,2.4276,3,6,665.64,521.292,3,1294.96
P1706,P1706,1,Total,Day,40.5266,7.39778,3,18,8649.42,1742.25,3,4327.98
P1706,P1706,1,5,Night,16.049,8.81023,3,22,3074.04,1797.38,3,4464.94
P1706,P1706,1,2,Night,16.4523,5.09376,3,13,3127.87,1074.45,3,2669.09
P1706,P1706,1,1,Night,24.0331,15.0388,3,37,4594.01,3033.89,3,7536.59
P1706,P1706,1,0.5,Night,4.59208,2.33587,3,6,852.18,379.617,3,943.021
P1706,P1706,1,0.2,Night,3.66155,3.50397,3,9,701.554,695.823,3,1728.52
P1706,P1706,1,Total,Night,64.788,31.459,3,78,12349.6,6417.29,3,15941.4
P1706,P1706,1,5,"D-N average",12.5073,8.20833,6,9,2501.65,1642.53,6,1723.73
P1706,P1706,1,2,"D-N average",14.1395,6.74906,6,7,2835.28,1391.23,6,1460
P1706,P1706,1,1,"D-N average",17.3169,13.7354,6,14,3410.61,2690.83,6,2823.86
P1706,P1706,1,0.5,"D-N average",5.30919,1.81273,6,2,1068.4,371.488,6,389.852
P1706,P1706,1,0.2,"D-N average",3.38441,2.71304,6,3,683.597,550.23,6,577.431
P1706,P1706,1,Total,"D-N average",52.6573,24.3791,6,26,10499.5,4668.44,6,4899.23
P1706,P1706,2,5,Day,8.95372,1.54163,4,2,1864.31,351.295,4,558.989
P1706,P1706,2,2,Day,4.53444,3.39192,4,5,949.618,731.686,4,1164.28
P1706,P1706,2,1,Day,3.98827,1.70331,4,3,831.721,363.225,4,577.972
P1706,P1706,2,0.5,Day,3.28497,1.17844,4,2,682.226,245.991,4,391.427
P1706,P1706,2,0.2,Day,4.40497,0.564139,4,1,913.646,101.096,4,160.867
P1706,P1706,2,Total,Day,25.1664,4.22323,4,7,5241.52,978.749,4,1557.41
P1706,P1706,2,5,Night,16.1276,5.46683,4,9,3346.22,1069.65,4,1702.05
P1706,P1706,2,2,Night,6.52843,4.94428,4,8,1331.12,949.646,4,1511.1
P1706,P1706,2,1,Night,5.43156,2.36125,4,4,1131.84,503.113,4,800.565
P1706,P1706,2,0.5,Night,4.71478,1.77261,4,3,993.095,402.908,4,641.116
P1706,P1706,2,0.2,Night,4.72095,2.61587,4,4,991.687,572.343,4,910.726
P1706,P1706,2,Total,Night,37.5233,6.14991,4,10,7793.96,935.846,4,1489.14
P1706,P1706,2,5,"D-N average",12.5406,5.34143,8,4,2605.27,1081.98,8,904.561
P1706,P1706,2,2,"D-N average",5.53144,4.06738,8,3,1140.37,810.878,8,677.911
P1706,P1706,2,1,"D-N average",4.70991,2.05623,8,2,981.78,436.759,8,365.139
P1706,P1706,2,0.5,"D-N average",3.99988,1.58931,8,1,837.66,350.88,8,293.343
P1706,P1706,2,0.2,"D-N average",4.56296,1.75999,8,1,952.667,382.767,8,320.001
P1706,P1706,2,Total,"D-N average",31.3448,8.2146,8,7,6517.74,1627.06,8,1360.25
P1706,P1706,3,5,Day,6.64457,3.24972,3,8,1436.86,705.93,3,1753.63
P1706,P1706,3,2,Day,9.42646,7.48722,3,19,2036.69,1615.37,3,4012.81
P1706,P1706,3,1,Day,7.17939,5.64052,3,14,1555.9,1230.01,3,3055.52
P1706,P1706,3,0.5,Day,2.5931,1.2264,3,3,561.089,267.961,3,665.652
P1706,P1706,3,0.2,Day,2.4723,1.58615,3,4,535.557,346.33,3,860.332
P1706,P1706,3,Total,Day,28.3158,15.8294,3,39,6126.11,3446.95,3,8562.7
P1706,P1706,3,5,Night,8.82144,7.09228,3,18,1792.41,1358.32,3,3374.26
P1706,P1706,3,2,Night,8.93421,12.1962,3,30,1918.57,2651.43,3,6586.52
P1706,P1706,3,1,Night,5.49466,2.14081,3,5,1158.29,484.336,3,1203.16
P1706,P1706,3,0.5,Night,3.22603,0.960274,3,2,678.613,226.104,3,561.674
P1706,P1706,3,0.2,Night,3.11751,1.62762,3,4,659.451,367.571,3,913.096
P1706,P1706,3,Total,Night,29.5938,10.6455,3,26,6207.33,2444.42,3,6072.28
P1706,P1706,3,5,"D-N average",7.733,5.07603,6,5,1614.64,987.56,7,913.34
P1706,P1706,3,2,"D-N average",9.18034,9.05512,6,10,1977.63,1964.69,7,1817.03
P1706,P1706,3,1,"D-N average",6.33702,3.92567,6,4,1357.1,863.964,7,799.033
P1706,P1706,3,0.5,"D-N average",2.90957,1.04434,6,1,619.851,230.898,7,213.545
P1706,P1706,3,0.2,"D-N average",2.7949,1.48017,6,2,597.504,326.536,7,301.996
P1706,P1706,3,Total,"D-N average",28.9548,12.085,6,13,6166.72,2672.95,6,2805.08
P1706,P1706,4,5,Day,2.97062,1.05685,2,9,621.376,225.332,2,2024.53
P1706,P1706,4,2,Day,7.86505,4.52115,2,41,1639.55,932.418,2,8377.44
P1706,P1706,4,1,Day,6.59867,2.91252,2,26,1376.24,598.314,2,5375.64
P1706,P1706,4,0.5,Day,7.21156,8.13565,2,73,1512.74,1710.6,2,15369.2
P1706,P1706,4,0.2,Day,3.26954,2.06725,2,19,684.597,436.864,2,3925.07
P1706,P1706,4,Total,Day,27.9154,3.82608,2,34,5834.5,842.068,2,7565.68
P1706,P1706,4,5,Night,5.49559,2.25002,2,20,1117.97,473.408,2,4253.4
P1706,P1706,4,2,Night,8.17519,0.9013,2,8,1656.46,157.308,2,1413.36
P1706,P1706,4,1,Night,17.7534,6.94636,2,62,3611.08,1463.98,2,13153.3
P1706,P1706,4,0.5,Night,8.95954,0.0182491,2,0,1816.96,31.6131,2,284.032
P1706,P1706,4,0.2,Night,2.31253,0.161214,2,1,469.214,39.8973,2,358.463
P1706,P1706,4,Total,Night,42.6963,8.47454,2,76,8671.68,1851.59,2,16635.9
P1706,P1706,4,5,"D-N average",4.2331,2.04573,4,3,869.672,416.93,4,663.429
P1706,P1706,4,2,"D-N average",8.02012,2.66767,4,4,1648.01,546.026,4,868.85
P1706,P1706,4,1,"D-N average",12.176,7.77095,4,12,2493.66,1580.69,4,2515.23
P1706,P1706,4,0.5,"D-N average",8.08555,4.80433,4,8,1664.85,1003.28,4,1596.44
P1706,P1706,4,0.2,"D-N average",2.79104,1.31851,4,2,576.905,282.154,4,448.969
P1706,P1706,4,Total,"D-N average",35.3059,10.0818,4,16,7253.09,2015.52,4,3207.15
